book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
940,18693716,18693716,25570700,88,525426582,9780525426580.0,Jojo Moyes,2014.0,The One Plus One,One Plus One
941,11899,11899,2245431,138,312305060,9780312305060.0,Michael Cunningham,1998.0,The Hours,The Hours
942,15858248,15858248,21607771,34,1623420024,9781623420020.0,Alice Clayton,2012.0,Wallbanger,"Wallbanger (Cocktail, #1)"
943,4136,4136,674383,42,316191299,9780316191300.0,David Sedaris,1997.0,Holidays on Ice,Holidays on Ice
944,10584,10584,14015,132,451188462,9780451188460.0,Stephen King,1996.0,Desperation,Desperation
945,9369720,9369720,10958266,66,385739168,9780385739160.0,Lauren Kate,2011.0,Passion,"Passion (Fallen, #3)"
946,13089710,13089710,18261314,66,385742886,9780385742890.0,James Dashner,2012.0,The Kill Order,"The Kill Order (Maze Runner, #0.5)"
947,11500217,15863832,16435765,67,144477851X,9781444778520.0,Susan Ee,2011.0,Angelfall,"Angelfall (Penryn & the End of Days, #1)"
948,187020,187020,826474,49,375726403,9780375726410.0,Richard Russo,2001.0,Empire Falls,Empire Falls
949,13895,13895,588034,56,1857232097,9781857232100.0,Robert Jordan,1993.0,The Fires of Heaven,"The Fires of Heaven (Wheel of Time, #5)"
950,20820994,20820994,11409817,71,803734964,9780803734970.0,Jandy Nelson,2014.0,I'll Give You the Sun,I'll Give You the Sun
951,22283,7076703,1602338,63,009928264X,9780099282650.0,Chuck Palahniuk,1999.0,Survivor,Survivor
952,9420,9420,3284660,80,385338708,9780385338710.0,Sophie Kinsella,2007.0,Shopaholic and Baby,"Shopaholic & Baby (Shopaholic, #5)"
953,5091,5091,6309701,105,1416524525,9781416524530.0,Stephen King,2004.0,The Dark Tower,"The Dark Tower (The Dark Tower, #7)"
954,6202690,6202690,6383190,14,316070521,9780316070520.0,Catherine Hardwicke,2009.0,Twilight Director's Notebook,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer
955,9418,9418,3238753,93,440241812,9780440241810.0,Sophie Kinsella,2001.0,Shopaholic Abroad,"Shopaholic Takes Manhattan (Shopaholic, #2)"
956,5544,5544,321174,97,393316041,9780393316050.0,Richard Feynman,1984.0,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character","Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character"
957,6654313,6654313,6848948,76,545123283,9780545123280.0,Maggie Stiefvater,2010.0,Linger,"Linger (The Wolves of Mercy Falls, #2)"
958,3579,3579,7365,40,553609416,76783609419.0,L.M. Montgomery,1908.0,The Complete Anne of Green Gables Boxed Set,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)"
959,7588,7588,3298883,766,142437344,9780142437350.0,"James Joyce, Seamus Deane",1916.0,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man
960,1166599,1166599,1920889,2,765302306,9780765302300.0,"Robert Jordan, Brandon Sanderson",2009.0,The Gathering Storm,"The Gathering Storm (Wheel of Time, #12)"
961,19089,19089,1461747,665,451529170,9780451529180.0,"George Eliot, Michel Faber",1871.0,Middlemarch,Middlemarch
962,13496084,19390926,19038910,30,,,Colleen Hoover,2012.0,Point of Retreat,"Point of Retreat (Slammed, #2)"
963,5350,5350,1110983,118,385339100,9780385339100.0,John Grisham,1997.0,The Partner,The Partner
964,30,30,89369,74,345538374,9780345538380.0,J.R.R. Tolkien,1973.0,The Hobbit and The Lord of the Rings,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings
965,13517535,13517535,14321512,38,146109111X,9781461091110.0,S.C. Stephens,2009.0,Thoughtless,"Thoughtless (Thoughtless, #1)"
966,425029,425029,7732,110,446350982,9780446350980.0,Scott Turow,1986.0,Presumed Innocent,Presumed Innocent
967,11597,11597,1316297,131,045052468X,9780450524680.0,Stephen King,1989.0,The Dark Half,The Dark Half
968,7968243,7968243,12020129,55,316001929,9780316001920.0,Stacy Schiff,2006.0,Cleopatra: A Life,Cleopatra: A Life
969,1911,1911,711993,83,374292795,9780374292800.0,Thomas L. Friedman,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,The World Is Flat: A Brief History of the Twenty-first Century
970,17182126,17182126,21366540,64,385743564,9780385743560.0,Brandon Sanderson,2013.0,Steelheart,"Steelheart (The Reckoners, #1)"
971,766020,766020,56647,75,1558580093,9781558580090.0,"Marcus Pfister, J. Alison James",1995.0,,The Rainbow Fish
972,32829,32829,1924715,1363,553213970,9780553213970.0,Jules Verne,1864.0,Voyage au centre de la Terre,"Journey to the Center of the Earth (Extraordinary Voyages, #3)"
973,6398634,6398634,6587328,73,61583251,9780061583250.0,Gretchen Rubin,2009.0,The Happiness Project,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun"
974,216363,216363,2398287,196,679740678,9780679740670.0,Philip K. Dick,1962.0,The Man in the High Castle,The Man in the High Castle
975,105992,105992,1077715,52,393322238,9780393322230.0,"Vincent Bugliosi, Curt Gentry",1974.0,Helter Skelter: The True Story of The Manson Murders,Helter Skelter: The True Story of the Manson Murders
976,90072,90072,24501333,3,793551617,9780793551610.0,"Robert Kapilow, Dr. Seuss",,,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra"
977,15645,15645,2377563,856,812970063,9780812970070.0,"Dante Alighieri, Anthony M. Esolen",1320.0,Inferno,Inferno (The Divine Comedy #1)
978,11559200,11559200,16499524,64,670023485,9780670023490.0,Deborah Harkness,2012.0,Shadow of Night,"Shadow of Night (All Souls Trilogy, #2)"
979,18816603,18816603,26757264,64,345544927,9780345544930.0,Jodi Picoult,2014.0,Leaving Time,Leaving Time
980,71811,71811,69530,48,441013813,9780441013810.0,Patricia Briggs,2006.0,Moon Called,"Moon Called (Mercy Thompson, #1)"
981,872333,872333,857698,47,786838922,9780786838930.0,Melissa de la Cruz,2006.0,Blue Bloods,"Blue Bloods (Blue Bloods, #1)"
982,40024,40024,2266643,70,812976142,9780812976140.0,Caleb Carr,1994.0,The Alienist,"The Alienist (Dr. Laszlo Kreizler, #1)"
983,25489625,25489625,44848425,36,812993543,9780812993550.0,Ta-Nehisi Coates,2015.0,Between the World and Me,Between the World and Me
984,15997,15997,1031493,819,140424393,9780140424390.0,"John Milton, John      Leonard",1667.0,Paradise Lost,Paradise Lost
985,6463967,26889576,6654434,57,393072231,9780393072240.0,Michael   Lewis,2009.0,The Big Short: Inside the Doomsday Machine,The Big Short: Inside the Doomsday Machine
986,11564,11564,1836389,115,1416524290,9781416524300.0,Stephen King,1999.0,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon
987,8621462,8621462,13492114,138,1406311529,9781406311520.0,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0, A Monster Calls ,A Monster Calls
988,8253920,8253920,7338128,39,765325942,9780765325940.0,"Robert Jordan, Brandon Sanderson",2010.0,Towers of Midnight,"Towers of Midnight (Wheel of Time, #13)"
989,540020,540020,1792180,170,553266306,9780553266310.0,Frederick Forsyth,1971.0,The Day of the Jackal,The Day of the Jackal
990,6732019,6732019,6928276,60,307463745,9780307463750.0,"Jason Fried, David Heinemeier Hansson",2010.0,Rework,Rework
991,8909152,8909152,13785503,44,525951989,9780525951990.0,Rainbow Rowell,2011.0,Attachments,Attachments
992,3090465,3090465,6440505,36,739352350,9780739352360.0,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005.0,The Twilight Saga,"The Twilight Saga (Twilight, #1-4)"
993,12875258,12875258,18028067,49,679644199,9780679644190.0,Carol Rifka Brunt,2012.0,Tell the Wolves I'm Home,Tell the Wolves I'm Home
994,32085,18929854,2247074,77,312965788,9780312965780.0,James Herriot,1972.0,All Creatures Great And Small,"All Creatures Great and Small (All Creatures Great and Small, #1-2)"
995,11408650,11408650,13460686,42,,,Michelle Hodkin,2011.0,The Unbecoming of Mara Dyer,"The Unbecoming of Mara Dyer (Mara Dyer, #1)"
996,6854,6854,1341652,67,312966091,9780312966100.0,Janet Evanovich,1997.0,Three to Get Deadly,"Three to Get Deadly (Stephanie Plum, #3)"
997,136116,136116,750426,427,1576469239,9781576469230.0,Emmuska Orczy,1905.0,The Scarlet Pimpernel,The Scarlet Pimpernel
998,44186,44186,640276,23,037582913X,9780375829130.0,"Jon Stone, Michael J. Smollin",1971.0,The Monster at the End of This Book,The Monster at the End of this Book
999,37741,37741,879886,66,425193799,9780425193790.0,Judy Blume,1972.0,Tales of a Fourth Grade Nothing,"Tales of a Fourth Grade Nothing (Fudge, #1)"
1000,10194157,10194157,15093325,66,805094598,9780805094600.0,Leigh Bardugo,2012.0,Shadow and Bone,"Shadow and Bone (Shadow and Bone, #1)"
1001,15797938,15797938,6463092,114,770437850,9780770437860.0,"Herman Koch, Sam Garrett",2009.0,Het diner,The Dinner
1002,14290364,14290364,19931517,57,399256776,9780399256780.0,Marie Lu,2013.0,Champion,"Champion (Legend, #3)"
1003,61666,61666,2416056,90,2266079999,9782266079990.0,Carl Sagan,1985.0,Contact,Contact
1004,9961796,9961796,7149084,22,525423281,9780525423290.0,Stephanie Perkins,2011.0,Lola and the Boy Next Door,"Lola and the Boy Next Door (Anna and the French Kiss, #2)"
1005,3711,3711,7480,115,375703861,9780375703870.0,Zadie Smith,1999.0,White Teeth,White Teeth
1006,11887020,11887020,16845778,86,62107062,9780062107060.0,"Chris Kyle, Scott McEwen, Jim DeFelice",2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History
1007,35982,35982,979256,33,1582346186,9781582346180.0,Chelsea Handler,2004.0,My Horizontal Life: A Collection of One-Night Stands,My Horizontal Life: A Collection of One-Night Stands
1008,8659601,8659601,13530989,71,61974552,9780061974560.0,Pittacus Lore,2011.0,The Power of Six,"The Power of Six (Lorien Legacies, #2)"
1009,15815333,15815333,21541829,34,1594488398,9781594488400.0,Meg Wolitzer,2013.0,The Interestings,The Interestings
1010,43070,43070,2244438,26,836218051,9780836218050.0,Bill Watterson,1988.0,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury
1011,1379961,1379961,3020568,76,067001821X,,Geraldine Brooks,2008.0,People of the Book,People of the Book
1012,13508607,13508607,19060869,89,1439152802,9781439152800.0,Kate Morton,2012.0,The Secret Keeper,The Secret Keeper
1013,411053,411053,556134,88,696215322,9780696215320.0,Better Homes and Gardens,1953.0,Better Homes & Gardens New Cook Book,Better Homes and Gardens New Cook Book  
1014,8698,6091075,3078120,119,330491237,9780330491240.0,Douglas Adams,1984.0,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)"
1015,16631,16631,57612,359,140282580,9780140282580.0,"Hermann Hesse, Basil Creighton",1927.0,Der Steppenwolf: Erzählung,Steppenwolf
1016,32263,32263,2674805,107,055381706X,9780553817060.0,Tess Gerritsen,2001.0,The Surgeon,"The Surgeon (Rizzoli & Isles, #1)"
1017,17572903,17572903,19249629,71,670026611,9780670026620.0,Jojo Moyes,2012.0,The Girl You Left Behind,The Girl You Left Behind
1018,68487,25300956,4668002,94,6480101,9780006480100.0,Robin Hobb,1996.0,Royal Assassin,"Royal Assassin (Farseer Trilogy, #2)"
1019,414999,414999,209414,172,345347951,9780345347950.0,Arthur C. Clarke,1953.0,Childhood's End,Childhood's End
1020,37190,37190,1508178,91,763625299,9780763625290.0,"Kate DiCamillo, Timothy Basil Ering",2004.0, The Tale of Despereaux,The Tale of Despereaux
1021,25460,25460,1582285,37,60852550,9780060852560.0,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007.0,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life"
1022,20613470,20613470,25128502,46,1619630656,9781619630660.0,Sarah J. Maas,2014.0,Heir of Fire,"Heir of Fire (Throne of Glass, #3)"
1023,35231,35231,827903,54,812513754,9780812513750.0,Robert Jordan,1994.0,,"Lord of Chaos (Wheel of Time, #6)"
1024,6218281,6218281,4543476,85,385342306,9780385342310.0,Alan Bradley,2009.0,The Sweetness at the Bottom of the Pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)"
1025,7214,7214,10352,38,785263705,9780785263710.0,Donald Miller,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
1026,10965,10965,1750497,59,385340397,9780385340400.0,Diana Gabaldon,2005.0,A Breath of Snow and Ashes,"A Breath of Snow and Ashes (Outlander, #6)"
1027,18705209,18705209,17115101,64,1484724917,9781423146740.0,Rick Riordan,2014.0,The Blood of Olympus,"The Blood of Olympus (The Heroes of Olympus, #5)"
1028,26247008,26247008,49997474,45,1250069793,9781250069800.0,Liane Moriarty,2016.0,Truly Madly Guilty,Truly Madly Guilty
1029,15704307,15704307,19113524,28,1607066017,9781607066020.0,"Brian K. Vaughan, Fiona Staples",2012.0,"Saga, Volume One","Saga, Vol. 1 (Saga, #1)"
1030,10996342,10996342,15915002,55,316126691,9780316126690.0,Chad Harbach,2011.0,The Art of Fielding,The Art of Fielding
1031,4631,4631,2459084,208,99285045,9780099285040.0,Ernest Hemingway,1964.0,A Moveable Feast,A Moveable Feast
1032,44652,44652,2129546,51,1590385810,9781590385810.0,Brandon Mull,2006.0,Fablehaven,"Fablehaven (Fablehaven, #1)"
1033,438492,438492,1168377,87,64407683,9780064407690.0,"Lemony Snicket, Brett Helquist",2000.0,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)"
1034,91476,91476,803205,59,451458443,9780451458440.0,Jim Butcher,2001.0,Grave Peril,"Grave Peril (The Dresden Files, #3)"
1035,10884,10884,985244,78,743264738,9780743264730.0,Walter Isaacson,2007.0,Einstein. His Life and Universe,Einstein: His Life and Universe
1036,15842441,15842441,16657003,37,1476717486,9781476717490.0,S.C. Stephens,2011.0,Effortless,"Effortless (Thoughtless, #2)"
1037,5351,5351,1040524,119,385339097,9780385339090.0,John Grisham,1998.0,The Street Lawyer,The Street Lawyer
1038,310459,310459,1165554,78,014034893X,9780140348930.0,Mildred D. Taylor,1976.0,"Roll of Thunder, Hear My Cry","Roll of Thunder, Hear My Cry (Logans, #4)"
1039,5899779,5899779,6072122,92,1594743347,9781594743340.0,"Seth Grahame-Smith, Jane Austen",2009.0,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)"
1040,15790837,15790837,21512389,32,316154695,9780316154700.0,David Sedaris,2013.0,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls
1041,12505,12505,6552198,831,679642420,9780679642430.0,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868.0,Идиот,The Idiot
1042,365,365,1042123,83,671746723,9780671746730.0,Douglas Adams,1987.0,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1)
1043,1809465,1809465,3025815,96,810994739,9780810994740.0,Jeff Kinney,2008.0,Rodrick Rules,"Rodrick Rules (Diary of a Wimpy Kid, #2)"
1044,22716447,30268522,41897766,18,804138141,9780804138150.0,Mindy Kaling,2015.0,Why Not Me?,Why Not Me?
1045,18126198,18126198,25457412,83,62285688,9780062285680.0,Veronica Roth,2014.0,Four: A Divergent Collection,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)"
1046,23453112,23453112,43014915,39,1594206279,9781594206280.0,"Aziz Ansari, Eric Klinenberg",2015.0,Modern Romance,Modern Romance
1047,11594337,11594337,16536239,49,61992259,9780061992250.0,"Katherine Applegate, Patricia Castelao",2012.0,The One and Only Ivan,The One and Only Ivan
1048,108229,6545608,1887699,62,393050327,9780393050320.0,Sebastian Junger,1997.0,The Perfect Storm: A True Story of Men Against the Sea,The Perfect Storm: A True Story of Men Against the Sea
1049,68427,68427,2908871,60,765350378,9780765350370.0,Brandon Sanderson,2005.0,Elantris,"Elantris (Elantris, #1)"
1050,2118745,2118745,2124180,83,1406310255,9781406310250.0,Patrick Ness,2008.0,The Knife of Never Letting Go,"The Knife of Never Letting Go (Chaos Walking, #1)"
1051,33512,33512,527677,35,312199430,9780312199430.0,Jim Fergus,1998.0,One Thousand White Women: The Journals of May Dodd,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1)
1052,3720975,3720975,3764682,59,743296419,9780743296410.0,Jodi Picoult,2009.0,Handle with Care,Handle with Care
1053,5093,5093,1178083,12,1416521496,9781416521500.0,"Stephen King, Darrel Anderson",2004.0,Song of Susannah,"Song of Susannah (The Dark Tower, #6)"
1054,13125947,13125947,14449480,51,525423664,9780525423670.0,Ally Condie,2012.0,Reached,"Reached (Matched, #3)"
1055,14836,14836,1024288,152,99578514,9780099578510.0,Salman Rushdie,1981.0,Midnight's Children,Midnight's Children
1056,535441,535441,818,49,1400049628,9781400049620.0,Max Brooks,2004.0,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead
1057,5348,5348,2777175,114,440234743,9780440234750.0,John Grisham,1999.0,The Testament,The Testament
1058,16331,16331,2589654,216,1579126251,9781579126250.0,Agatha Christie,1930.0,Murder at the Vicarage,"Murder at the Vicarage (Miss Marple, #1)"
1059,227651,227651,1210896,29,1416924981,9781416924980.0,Margaret Peterson Haddix,1998.0,Among the Hidden ,"Among the Hidden (Shadow Children, #1)"
1060,315425,315425,3100234,44,1594201455,9781594201460.0,Michael Pollan,2007.0,In Defense of Food: An Eater's Manifesto,In Defense of Food: An Eater's Manifesto
1061,703292,703292,2904401,60,440995779,9780440995780.0,Elizabeth George Speare,1958.0,The Witch of Blackbird Pond,The Witch of Blackbird Pond
1062,22918050,22918050,42484814,63,,,Kiera Cass,2015.0,The Heir,"The Heir (The Selection, #4)"
1063,9419,9419,2992357,84,440241898,9780440241900.0,Sophie Kinsella,2002.0,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)"
1064,5890,5890,1303710,721,141439610,9780141439620.0,"Wilkie Collins, Matthew Sweet",1859.0,The Woman in White,The Woman in White
1065,25735012,25735012,43699375,83,316349933,9780316349930.0,"Robert Galbraith, J.K. Rowling",2015.0,Career of Evil,"Career of Evil (Cormoran Strike, #3)"
1066,5821978,5821978,5994018,50,1416968237,9781416968240.0,Jenny Han,2009.0,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)"
1067,6422,6422,2322486,59,312966970,9780312966970.0,Janet Evanovich,1998.0,Four to Score ,"Four to Score (Stephanie Plum, #4)"
1068,29209,29209,29679,62,1573225789,9781573225790.0,James McBride,1996.0,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother
1069,6402364,6402364,6591160,77,60889578,9780060889580.0,"Steven D. Levitt, Stephen J. Dubner",2009.0,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance"
1070,112750,112750,108558,58,385339151,9780385339160.0,Karen Marie Moning,2006.0,Darkfever,"Darkfever (Fever, #1)"
1071,234184,234184,3107985,65,312857063,9780312857070.0,Terry Goodkind,1995.0,Stone of Tears,"Stone of Tears (Sword of Truth, #2)"
1072,7114761,7114761,10424899,48,312554168,9780312554160.0,Emily Giffin,2010.0,Heart of the Matter,Heart of the Matter
1073,5797,5797,1057468,650,141439831,9780141439840.0,"William Makepeace Thackeray, John Carey",1847.0,Vanity Fair: A Novel Without a Hero,Vanity Fair
1074,4982,4982,905970,102,1857988841,9781857988840.0,Kurt Vonnegut Jr.,1959.0,The Sirens of Titan,The Sirens of Titan
1075,10625,7278752,6560478,146,2266047426,9782266047420.0,"Stephen King, Dominique Dill",1992.0,Dolores Claiborne,Dolores Claiborne
1076,25781157,25781157,45630747,46,62414216,9780062414210.0,Cynthia D'Aprix Sweeney,2016.0,The Nest,The Nest
1077,21326,21326,1138855,28,1563899426,9781563899420.0,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001.0,"Fables, Volume 1: Legends in Exile","Fables, Vol. 1: Legends in Exile"
1078,1633,1633,5759,115,142000280,9780142000280.0,David    Allen,2001.0,Getting Things Done: How To Achieve Stress-free Productivity,Getting Things Done: The Art of Stress-Free Productivity
1079,13103,13103,2603195,134,446671002,9780446671000.0,James Redfield,1993.0,The Celestine Prophecy,"The Celestine Prophecy (Celestine Prophecy, #1)"
1080,12294652,12294652,17271423,33,803736991,9780803736990.0,Huntley Fitzpatrick,2012.0,My Life Next Door ,My Life Next Door
1081,12959233,12959233,18116611,2,525952926,9780525952920.0,Ken Follett,2012.0,Winter of the World,Winter of the World (The Century Trilogy #2)
1082,19288239,19288239,24593525,123,385352107,9780385352110.0,"Haruki Murakami, Philip Gabriel",2013.0,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",Colorless Tsukuru Tazaki and His Years of Pilgrimage
1083,82970,82970,1822441,46,033041836X,9780330418360.0,Alice Sebold,1999.0,Lucky,Lucky
1084,59716,59716,1323448,465,140679239X,9781406792390.0,Virginia Woolf,1927.0,To The Lighthouse ,To the Lighthouse
1085,105576,105576,101768,20,8129104598,9788129104600.0,Chetan Bhagat,2004.0,Five Point Someone: What Not to Do at IIT,Five Point Someone
1086,30281,30281,3349934,74,425197549,9780425197550.0,Laurell K. Hamilton,1993.0,Guilty Pleasures,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)"
1087,19057,19057,2737065,79,375836675,9780375836670.0,Markus Zusak,2002.0,The Messenger,I Am the Messenger
1088,31463,31463,914540,789,141439653,9780141439660.0,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874.0,Far from the Madding Crowd,Far from the Madding Crowd
1089,34507,34507,583611,115,60855908,9780060855900.0,Terry Pratchett,1987.0,Equal Rites,"Equal Rites (Discworld, #3; Witches #1)"
1090,24800,24800,856555,37,038560310X,9780385603100.0,Mark Z. Danielewski,2000.0,House of Leaves,House of Leaves
1091,85379,85379,5376585,105,380718340,9780380718340.0,Patricia Cornwell,1993.0,Cruel & Unusual,"Cruel & Unusual (Kay Scarpetta, #4)"
1092,17288661,17288661,25046757,91,385537131,9780385537130.0,John Grisham,2013.0,Sycamore Row,Sycamore Row
1093,8652190,8652190,7366280,61,312650248,9780312650250.0,"P.C. Cast, Kristin Cast",2011.0,Awakened,"Awakened (House of Night, #8)"
1094,17150,17150,575450,501,1583485090,9781583485100.0,Willa Cather,1918.0,My Ántonia,My Ántonia
1095,213753,213753,206925,32,152061548,,Susan Beth Pfeffer,2006.0,Life As We Knew It,"Life As We Knew It (Last Survivors, #1)"
1096,706,706,1589081,20,713998946,9780713998950.0,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction
1097,89375,89375,2957021,54,800759494,9780800759490.0,"Don Piper, Cecil Murphey",2004.0,90 Minutes in Heaven,90 Minutes in Heaven: A True Story of Death and Life
1098,17407748,17407748,24248331,92,1455520659,9781455520660.0,Nicholas Sparks,2012.0,The Longest Ride,The Longest Ride
1099,57854,67896,100074,1265,679776192,9780679776190.0,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300.0,道德經 [dào dé jīng],Tao Te Ching
1100,78983,78983,1084150,104,312995059,9780312995060.0,Jeffrey Archer,1979.0,Kane and Abel,"Kane and Abel (Kane and Abel, #1)"
1101,1609451,1609451,3079132,53,743496744,9780743496740.0,Jodi Picoult,2008.0,Change of Heart,Change of Heart
1102,32370,32370,1825967,40,312423799,9780312423800.0,Augusten Burroughs,2003.0,Dry: A Memoir,Dry
1103,80568,80568,3164888,60,446613347,9780446613350.0,James Patterson,2001.0,Sam's Letters To Jennifer,Sam's Letters to Jennifer
1104,25644601,25644601,45460946,84,1101946342,9781101946340.0,E.L. James,2015.0,Grey,"Grey (Fifty Shades, #4)"
1105,106,106,3634570,140,441172695,9780441172700.0,Frank Herbert,1969.0,Dune Messiah ,Dune Messiah (Dune Chronicles #2)
1106,17267,17267,1215780,82,6280560,9790007672390.0,C.S. Lewis,1945.0,The Great Divorce,The Great Divorce
1107,80536,80536,3111329,50,1416528636,9781416528630.0,Jennifer Weiner,2004.0,Little Earthquakes,Little Earthquakes
1108,46306,46306,942531,521,517092913,9780517092910.0,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835.0,Eventyr og historier,The Complete Fairy Tales
1109,6466909,6466909,6657415,21,316075809,9780316075800.0,Mark Cotta Vaz,2009.0,New Moon: The Complete Illustrated Movie Companion,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)"
1110,24445517,24445517,24878180,41,,,Colleen Hoover,2014.0,Maybe Someday,"Maybe Someday (Maybe, #1)"
1111,31101,31101,1581343,41,767905202,9780767905210.0,Jane Green,1999.0,Mr Maybe,Mr. Maybe
1112,77392,77392,535245,5,553213172,9780553213170.0,L.M. Montgomery,1915.0,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)"
1113,51893,51893,196327,970,140047484,9780140047490.0,"Friedrich Nietzsche, Walter Kaufmann",1883.0,Also sprach Zarathustra,Thus Spoke Zarathustra
1114,156538,156538,1016482,434,140620192,9780140620190.0,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,North and South
1115,11330361,11330361,16258764,43,1451629184,9781451629190.0,Jaycee Dugard,2011.0,A Stolen Life,A Stolen Life
1116,7913305,7913305,11196793,45,,,Amish Tripathi,2010.0,The Immortals of Meluha,"The Immortals of Meluha (Shiva Trilogy, #1)"
1117,8650,8650,1212784,121,752224417,9780752224410.0,Michael Crichton,1995.0,The Lost World,"The Lost World (Jurassic Park, #2)"
1118,9593913,9593913,14480925,73,62014536,9780062014540.0,Lauren Oliver,2013.0,Requiem,"Requiem (Delirium, #3)"
1119,13890,13890,791214,56,812550285,9780812550280.0,Robert Jordan,1996.0,A Crown of Swords,"A Crown of Swords (Wheel of Time, #7)"
1120,21348,21348,868263,942,192840509,9780192840510.0,"Aesop, Laura Harris, Laura Gibbs",-560.0,Aesopica,Aesop's Fables
1121,394535,394535,1065465,102,679728759,9780679728760.0,Cormac McCarthy,1985.0,Blood Meridian: Or the Evening Redness in the West,"Blood Meridian, or the Evening Redness in the West"
1122,12751687,12751687,17892468,57,1442426675,9781442426670.0,Becca Fitzpatrick,2012.0,Finale,"Finale (Hush, Hush, #4)"
1123,13440,13440,1814,2,751504386,9780751504380.0,Stephen King,1985.0,Skeleton Crew,Skeleton Crew
1124,22206,22206,1311854,67,99437961,9780099437960.0,Chuck Palahniuk,2002.0,Lullaby,Lullaby
1125,6969361,6969361,7208552,21,8129115301,9788129115300.0,Chetan Bhagat,2009.0,Two States,2 States: The Story of My Marriage
1126,263145,263145,255083,25,1421508222,9781421508220.0,"Matsuri Hino, Tomo Kimura",2005.0,ヴァンパイア騎士 1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)"
1127,91478,91478,912988,46,451458923,9780451458930.0,Jim Butcher,2002.0,Summer Knight,"Summer Knight (The Dresden Files, #4)"
